단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
372330,KR7372330001,KODEX 차이나항셍테크,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7185,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,50857,0,20201216,27650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1986,,N,N,N
372910,KR7372910000,한컴라이프케어,ST,3.0,27,14,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,3175,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,133096,200,20210817,27674,5534881200,12.0,,0,,N,N,Y,735,63,70,46,4.88,20240930.0,878,,N,N,N
373220,KR7373220003,LG에너지솔루션,ST,1.0,27,13,0,,N,,9,Y,Y,Y,,Y,Y,,,,,N,,,0,,,N,,,,,,359000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,284110,500,20220127,234000,117000000000,12.0,,0,,N,Y,Y,191684,-3018,6530,7496,-2.24,20240930.0,840060,282,N,N,N
373490,KR7373490002,KODEX K-이노베이션액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,122,0,20201224,600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,68,,N,N,N
373530,KR7373530005,PLUS 신흥국MSCI인버스(합성 H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,10985,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26,0,20201216,520,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,57,,N,N,N
373790,KR7373790005,KOSEF 미국방어배당성장나스닥,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,15080,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2946,0,20201224,320,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,48,,N,N,N
375270,KR7375270006,RISE 글로벌데이터센터리츠(합성),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2884,0,20210114,700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,83,,N,N,N
375500,KR7375500006,DL이앤씨,ST,2.0,18,0,0,,N,,1,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,33100,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,156563,5000,20210125,38693,208163500000,12.0,,0,,N,Y,Y,58796,1768,1574,1119,3.11,20240930.0,12807,321,N,N,N
37550K,KR737550K011,DL이앤씨우,ST,0.0,18,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,16250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1203,5000,20210125,2113,10569425000,12.0,,9,,N,N,N,0,0,0,0,0.0,,343,,N,N,N
37550L,KR737550K029,DL이앤씨2우(전환),ST,0.0,18,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,21600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1569,5000,20220428,2111,10559755000,12.0,,2,,N,N,N,0,0,0,0,0.0,,456,,N,N,N
375760,KR7375760006,HANARO 탄소효율그린뉴딜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,588,0,20210205,900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,71,,N,N,N
375770,KR7375770005,KODEX 탄소효율그린뉴딜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,8060,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,193,0,20210205,2600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,209,,N,N,N
376410,KR7376410007,TIGER 탄소효율그린뉴딜,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,8000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7818,0,20210205,1100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,88,,N,N,N
377190,KR7377190004,디앤디플랫폼리츠,RT,3.0,0,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,Y,,,,,,2920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,94163,1000,20210827,88400,88400000000,,,0,,N,N,Y,0,0,0,0,0.0,,2581,,N,N,N
377300,KR7377300009,카카오페이,ST,1.0,21,0,0,,N,,6,Y,N,Y,,N,Y,,,,,N,,,0,,,N,,,,,,27000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,390847,500,20211103,134627,67313714000,12.0,,0,,N,Y,Y,5481,-245,-161,-267,-1.26,20240930.0,36349,KAO,N,N,N
377740,KR7377740006,바이오노트,ST,3.0,27,9,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,4860,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,54898,500,20221222,102056,51028024000,12.0,,0,,N,N,Y,780,97,536,441,3.74,20240930.0,4959,,N,N,N
377990,KR7377990007,TIGER Fn신재생에너지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7745,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8378,0,20210305,2300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,178,,N,N,N
378850,KR7378850002,화승알앤에이,ST,3.0,27,15,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,3105,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17516,500,20210315,18993,9496811500,12.0,,0,,N,N,Y,5215,261,250,178,19.68,20240930.0,589,,N,N,N
379780,KR7379780000,RISE 미국S&P500,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,18870,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,426323,0,20210409,39600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,7472,,N,N,N
379790,KR7379790009,RISE 유로스탁스50(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,519,0,20210409,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,67,,N,N,N
379800,KR7379800006,KODEX 미국S&P500TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,19765,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,2843062,0,20210409,158050,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,31238,,N,N,N
379810,KR7379810005,KODEX 미국나스닥100TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,20805,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1479259,0,20210409,82850,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,17236,,N,N,N
380340,KR7380340000,ACE Fn5G플러스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,8520,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,157,0,20210402,600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,51,,N,N,N
381170,KR7381170000,TIGER 미국테크TOP10 INDXX,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,25650,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1703853,0,20210409,124350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,31895,,N,N,N
381180,KR7381180009,TIGER 미국필라델피아반도체나스닥,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,19260,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,888767,0,20210409,137300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,26443,,N,N,N
381560,KR7381560002,HANARO Fn전기&수소차,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1915,0,20210402,2250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,156,,N,N,N
381570,KR7381570001,HANARO Fn친환경에너지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1995,0,20210402,650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,41,,N,N,N
381970,KR7381970003,케이카,ST,2.0,16,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,13450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38450,500,20211013,48182,24091036500,12.0,,0,,N,N,Y,20476,590,422,284,11.8,20231231.0,6480,,N,N,N
383220,KR7383220001,F&F,ST,2.0,27,6,0,,N,,8,Y,N,Y,,N,Y,,,,,N,,,0,,,N,,,,,,54900,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,73170,100,20210521,38307,3830707500,12.0,,0,,N,Y,Y,13495,3303,3360,2501,24.59,20240930.0,21030,,N,N,N
383800,KR7383800000,LX홀딩스,ST,2.0,21,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,7040,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,101874,1000,20210527,76280,76280690000,12.0,,0,,N,N,Y,1901,1621,1697,1634,12.49,20240930.0,5370,LD1,N,N,N
38380K,KR738380K012,LX홀딩스1우,ST,0.0,21,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,7950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2986,1000,20210527,1465,1465285000,12.0,,9,,N,N,N,0,0,0,0,0.0,,116,,N,N,N
385510,KR7385510003,KODEX K-신재생에너지액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,16130,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,32738,0,20210525,2450,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,395,,N,N,N
385520,KR7385520002,KODEX K-미래차액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7395,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32738,0,20210525,2050,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,151,,N,N,N
385540,KR7385540000,RISE 종합채권(A-이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,107890,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,715,0,20210526,12482,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,13466,,N,N,N
385550,KR7385550009,RISE 단기종합채권(AA-이상)액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,110755,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,7314,0,20210526,857,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,949,,N,N,N
385560,KR7385560008,RISE KIS국고채30년Enhanced,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,82255,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,35074,0,20210526,4130,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,3397,,N,N,N
385590,KR7385590005,ACE ESG액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7355,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,35,0,20210525,2400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,176,,N,N,N
385600,KR7385600002,ACE 2차전지&친환경차액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6975,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4213,0,20210525,1500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,104,,N,N,N
385710,KR7385710009,TIMEFOLIO K이노베이션액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7395,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,645,0,20210525,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,73,,N,N,N
385720,KR7385720008,TIMEFOLIO 코스피액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,8840,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2302,0,20210525,4600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,406,,N,N,N
387270,KR7387270002,TIGER 글로벌이노베이션액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17315,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,6302,0,20210525,1500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,259,,N,N,N
387280,KR7387280001,TIGER 퓨처모빌리티액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7060,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,827,0,20210525,2380,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,168,,N,N,N
388280,KR7388280000,RISE 컨택트대표,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,21983,0,20210610,5480,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,328,,N,N,N
388420,KR7388420002,RISE 비메모리반도체액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9450,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,91563,0,20210610,22220,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2099,,N,N,N
390390,KR7390390003,KODEX 미국반도체MV,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,24380,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,257998,0,20210630,21250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,5180,,N,N,N
390400,KR7390400000,KODEX 미국스마트모빌리티S&P,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,5835,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2724,0,20210630,1500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,87,,N,N,N
390950,KR7390950004,HANARO 단기채권액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,108770,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,0,0,20210625,41,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,44,,N,N,N
391600,KR7391600004,ACE 미국친환경그린테마INDXX,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,217,0,20210805,1550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,143,,N,N,N
391670,KR7391670007,HK 베스트일레븐액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,8150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5,0,20210706,350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,28,,N,N,N
394350,KR7394350003,KOSEF 글로벌퓨처모빌리티,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12015,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,4104,0,20210720,2400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,288,,N,N,N
394660,KR7394660005,TIGER 글로벌자율주행&전기차SOLACTIVE,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11260,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,32897,0,20210720,25960,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2923,,N,N,N
394670,KR7394670004,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6715,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,98939,0,20210720,37840,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2540,,N,N,N
395150,KR7395150006,KODEX 웹툰&드라마,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,3210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,36618,0,20210730,5900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,189,,N,N,N
395160,KR7395160005,KODEX 시스템반도체,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7880,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,81184,0,20210730,3500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,275,,N,N,N
395170,KR7395170004,KODEX Top10동일가중,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7195,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,909,0,20210730,6800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,489,,N,N,N
395270,KR7395270002,HANARO Fn K-반도체,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9050,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,54235,0,20210730,19450,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1760,,N,N,N
395280,KR7395280001,HANARO Fn K-게임,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,4135,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2294,0,20210730,2950,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,121,,N,N,N
395290,KR7395290000,HANARO Fn K-POP&미디어,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7075,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,60748,0,20210730,8700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,615,,N,N,N
395400,KR7395400005,SK리츠,RT,2.0,0,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,Y,,,,,,4505,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,439210,500,20210914,272788,136394430000,,,0,,N,N,Y,0,0,0,0,0.0,,12289,535,N,N,N
395750,KR7395750003,PLUS ESG가치주액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7695,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40,0,20210730,750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,57,,N,N,N
395760,KR7395760002,PLUS ESG성장주액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7855,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,59,0,20210730,1050,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,82,,N,N,N
396500,KR7396500001,TIGER Fn반도체TOP10,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9200,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,566124,0,20210810,59300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,5455,,N,N,N
396510,KR7396510000,TIGER 차이나클린에너지SOLACTIVE,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15725,0,20210810,2880,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,183,,N,N,N
396520,KR7396520009,TIGER 차이나반도체FACTSET,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7215,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28033,0,20210810,2960,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,213,,N,N,N
396690,KR7396690000,미래에셋글로벌리츠,RT,3.0,0,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,Y,,,,,,2590,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33944,1000,20211203,39605,39605940000,,,0,,N,N,Y,0,0,0,0,0.0,,1025,,N,N,N
397410,KR7397410002,RISE 국채선물5년추종인버스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,55855,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9,0,20210831,102,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,56,,N,N,N
397420,KR7397420001,RISE 국채선물5년추종,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,51255,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5,0,20210831,102,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,52,,N,N,N
399110,KR7399110006,SOL 미국S&P500ESG,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17005,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,43282,0,20210914,3800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,646,,N,N,N
399580,KR7399580000,RISE 글로벌클린에너지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6175,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4700,0,20211021,1100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,67,,N,N,N
400570,KR7400570008,KODEX 유럽탄소배출권선물ICE(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,9700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,11774,0,20210930,4010,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,388,,N,N,N
400580,KR7400580007,SOL 유럽탄소배출권선물S&P(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,9850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1170,0,20210930,900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,88,,N,N,N
400590,KR7400590006,SOL 글로벌탄소배출권선물ICE(합성),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,11515,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1434,0,20210930,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,115,,N,N,N
400760,KR7400760005,NH올원리츠,RT,3.0,0,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,Y,,,,,,3480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46357,500,20211118,42827,21413577500,,,0,,N,N,Y,0,0,0,0,0.0,,1490,,N,N,N
400970,KR7400970000,TIGER Fn메타버스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,25297,0,20211013,13850,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,900,,N,N,N
401170,KR7401170006,RISE 메타버스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,5750,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,13628,0,20211013,17500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1006,,N,N,N
401470,KR7401470000,KODEX K-메타버스액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6465,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,32642,0,20211013,15800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1021,,N,N,N
401590,KR7401590005,HANARO 글로벌탄소배출권선물ICE(합성),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9385,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,233,0,20210930,650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,61,,N,N,N
402340,KR7402340004,SK스퀘어,ST,1.0,21,0,0,,N,,5,Y,Y,Y,,Y,Y,,,,,N,,,0,,,N,,,,,,82200,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,150751,100,20211129,134749,14146757100,12.0,,0,,N,Y,Y,38371,22606,22991,21913,18.17,20240930.0,110764,535,N,N,N
402460,KR7402460000,HANARO Fn K-메타버스MZ,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6835,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1780,0,20211013,700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,47,,N,N,N
402970,KR7402970008,ACE 미국배당다우존스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12935,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,360046,0,20211021,43800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,5665,,N,N,N
403550,KR7403550007,쏘카,ST,2.0,26,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,17600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2413,100,20220822,32821,3282140200,12.0,,0,,N,N,Y,3093,-128,-272,-272,-18.14,20240930.0,5776,,N,N,N
403790,KR7403790009,마이다스 코스피액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,19400,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,10023,0,20211013,2400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,465,,N,N,N
404120,KR7404120008,TIMEFOLIO K신재생에너지액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10765,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1160,0,20211029,700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,75,,N,N,N
404260,KR7404260002,KODEX 기후변화솔루션,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,9025,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,674,0,20211029,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,90,,N,N,N
